,,,,SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
D,Garcia,G,13,2,12:59:02,8/9/24,Manual gsw+F,LI-COR Default,,002,,-0.11494446,1.742312,-0.123063233,-5.300191469,1.372265,1.687705,5.433073508,4.060808508,17.275646,14.046741,55.61545202,0.4417875,7.5,PSF-00232_20240809125902_912,0,0,0,103.237511,195.277634,0.47133,0.5,0.8,8.861004,1,24.73,30.41,34.68,34.3,34.3,97.69,71.5,-12.1,117,47,3.764,12:57:34,8/9/24,0.41,1,0,-0.001,0,0.395,0.82,1.415,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,192.381622,25,-1.922575,191.741104,192.522751,-0.781647,2.452162,2.45121,1.003674,0.580759,0.186183,-0.005302,0.156945,0.14637,103.237511,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809125902_912,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,G,13,3,12:59:38,8/9/24,Manual gsw+F,LI-COR Default,,003,,-0.140872911,1.76368632,-0.153101783,-4.897288209,1.380146,1.667127,4.412025742,3.031879742,17.067402,14.129398,45.1681587,0.4417875,7.5,PSF-00232_20240809125938_8b2,0,0,0,1.395822,1.491308,0.064029,0.5,0.8,1.6391424,1,24.74,29.89,34.78,30.61,30.61,97.68,72.6,-12.5,117.3,64,3.764,12:57:34,8/9/24,0.41,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,1.491308,25,-0.011619,1.460552,1.474659,-0.014107,2.451355,2.451217,1.010872,0.580098,0.185503,-0.052288,0.160365,0.160208,1.45483,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809125938_8b2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,G,13,4,13:00:08,8/9/24,Manual gsw+F,LI-COR Default,,004,,-0.105705878,1.79448248,-0.112322343,-4.853384748,1.368662,1.646987,5.442152026,4.073490026,16.860268,14.011046,55.71408709,0.4417875,7.5,PSF-00232_20240809130008_4e1,0,0,0,114.792824,218.690369,0.47509,0.5,0.8,2.85054,1,24.49,29.47,34.81,34.33,34.33,97.68,74.2,-10.3,113.9,15,3.761,12:57:34,8/9/24,0.41,1,-0.001,0,0.001,0.011,-0.129,-0.41,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,213.395111,25,-3.583971,212.393402,213.554871,-1.161469,2.450733,2.450824,1.021292,0.583922,0.185286,-0.006613,0.163181,0.119287,114.792824,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809130008_4e1,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,1,13:42:04,8/9/24,Manual gsw+F,LI-COR Default,,001,,-0.069467231,1.93238592,-0.072057627,-2.786772463,1.414786,1.559779,5.060629289,3.645843289,15.995354,14.508468,51.89856721,0.4417875,7.5,PSF-00232_20240809134204_aa2,0,0,0,159.899353,563.378662,0.716178,0.5,0.8,8.8806072,1,26.4,29.1,34.06,33.03,33.03,97.51,81.6,-6.7,108.2,31,3.766,13:41:44,8/9/24,0.39,1,0.001,0,-0.003,0.004,0.061,0.908,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,549.834961,25,-9.982882,546.39032,549.074097,-2.683777,2.450289,2.453927,1.070513,0.590126,0.190766,-0.013464,0.13157,0.133314,160.118576,0.000648,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134204_aa2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,2,13:42:34,8/9/24,Manual gsw+F,LI-COR Default,,002,,-0.086532014,1.87180848,-0.090726205,-3.545730281,1.398454,1.590775,5.083416607,3.684962607,16.310501,14.3386,52.12156882,0.4417875,7.5,PSF-00232_20240809134234_477,0,0,0,125.541328,456.151886,0.724782,0.5,0.8,6.6679944,1,26.1,29.69,34.05,33.11,33.11,97.53,78.3,-11.6,114.9,23,3.763,13:41:44,8/9/24,0.39,1,0,0,0.002,-0.109,-0.474,0.166,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,451.32959,25,-4.001133,451.230896,450.41864,0.812256,2.451177,2.453466,1.048824,0.581612,0.190807,-0.012402,0.135377,0.126229,125.541328,0.000636,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134234_477,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,3,13:43:03,8/9/24,Manual gsw+F,LI-COR Default,,003,,-0.075327425,1.86436512,-0.078499086,-2.996143231,1.474439,1.637655,5.072011814,3.597572814,16.791206,15.117717,52.00463256,0.4417875,7.5,PSF-00232_20240809134303_4fa,0,0,0,154.783844,461.242859,0.66442,0.5,0.8,9.036112,1,27.54,30.58,34.04,33.07,33.07,97.53,77.9,-11.7,115,34,3.761,13:41:44,8/9/24,0.39,1,0.001,0.002,0.005,-2.22,-3.043,-3.471,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,421.070343,25,-29.807177,405.198822,418.531891,-13.333069,2.452528,2.455697,1.046075,0.581468,0.190901,-0.012661,0.13869,0.13518,158.079391,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134303_4fa,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,4,13:44:02,8/9/24,Manual gsw+F,LI-COR Default,,004,,-0.077028619,1.88293272,-0.08031418,-3.337102332,1.431684,1.611223,5.343010062,3.911326062,16.522655,14.681533,54.78886446,0.4417875,7.5,PSF-00232_20240809134402_d0e,0,0,0,149.371155,478.44809,0.687801,0.5,0.8,21.7345116,1,26.65,30,34.09,34,34,97.52,78.9,-7.8,109.9,79,3.758,13:41:44,8/9/24,0.39,1,0,0.001,-0.003,-0.57,2.443,-0.02,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,449.61084,25,-20.596951,443.159576,448.93454,-5.774963,2.451635,2.454323,1.052586,0.588221,0.190482,-0.001727,0.145122,0.172892,152.094482,0.000645,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134402_d0e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,5,13:44:44,8/9/24,Manual gsw+F,LI-COR Default,,005,,-0.046791507,1.90869888,-0.047967422,-2.079996692,1.609427,1.719169,5.67972553,4.07029853,17.631144,16.505678,58.24762106,0.4417875,7.5,PSF-00232_20240809134444_8c4,0,0,0,114.565018,202.506042,0.434264,0.5,0.8,49.6798016,1,29.81,31.84,34.19,35.1,35.1,97.51,80.3,-11.5,114.4,286,3.756,13:41:44,8/9/24,0.39,1,-0.003,-0.004,0,-12.931,-8.799,-4.772,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,193.586472,25,-6.115967,192.751404,193.742416,-0.991013,2.454383,2.459154,1.061654,0.581803,0.189798,0.011139,0.149392,0.345167,114.565018,0.00063,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134444_8c4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,6,13:45:17,8/9/24,Manual gsw+F,LI-COR Default,,006,,-0.055621704,1.93238592,-0.057270166,-2.484579132,1.555174,1.684251,5.629631145,4.074457145,17.272421,15.948708,57.73388519,0.4417875,7.5,PSF-00232_20240809134517_4b5,0,0,0,91.497299,207.583649,0.559227,0.5,0.8,18.7900272,1,28.63,31.01,34.3,34.94,34.94,97.51,81.6,-11.3,113.9,84,3.755,13:41:44,8/9/24,0.39,1,-0.001,-0.002,-0.001,2.189,2.503,2.555,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,183.279633,25,-16.864252,177.288651,183.418716,-6.130066,2.453119,2.45734,1.070741,0.582144,0.189,0.007649,0.152727,0.17729,91.497299,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134517_4b5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,7,13:45:52,8/9/24,Manual gsw+F,LI-COR Default,,007,,-0.065453597,1.95045032,-0.067726372,-3.661822939,1.375273,1.563568,6.436834186,5.061561186,16.033924,14.103013,66.00527262,0.4417875,7.5,PSF-00232_20240809134552_b26,0,0,0,123.18206,141.956528,0.132255,0.5,0.8,34.174692,1,25.17,28.61,34.41,37.38,37.38,97.52,82.6,-10.1,112.3,646,3.754,13:41:44,8/9/24,0.39,1,0,0,0.002,-0.357,-0.688,-1.223,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,140.827057,25,-0.730035,141.669281,140.910461,0.75882,2.449491,2.451957,1.077294,0.5842,0.188193,0.037847,0.156226,0.645494,123.18206,0.000595,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134552_b26,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,8,13:46:24,8/9/24,Manual gsw+F,LI-COR Default,,008,,-0.071269039,1.98084768,-0.073928932,-3.070881333,1.414335,1.569004,5.325154014,3.910819014,16.088804,14.5028,54.60576307,0.4417875,7.5,PSF-00232_20240809134624_4f5,0,0,0,188.325409,646.579956,0.708736,0.5,0.8,16.7261696,1,25.78,28.6,34.47,33.94,33.94,97.52,84.3,-11.8,114,59,3.752,13:41:44,8/9/24,0.39,1,0,0.001,0.003,0.131,0.298,0.717,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,626.242859,25,-14.880009,621.966736,625.25824,-3.291504,2.449466,2.452912,1.089059,0.581271,0.187693,-0.007251,0.159217,0.156405,188.325409,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134624_4f5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,9,13:46:51,8/9/24,Manual gsw+F,LI-COR Default,,009,,-0.074389584,1.984398,-0.077286855,-3.220235906,1.386066,1.547928,5.310313639,3.924247639,15.872074,14.212381,54.44800204,0.4417875,7.5,PSF-00232_20240809134651_a94,0,0,0,134.25351,424.548553,0.683773,0.5,0.8,36.923742,1,25.22,28.16,34.51,33.89,33.89,97.53,84.5,-2.9,103.5,135,3.751,13:41:44,8/9/24,0.39,1,0.001,0.001,0.004,0.124,0.042,0.089,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,404.994965,25,-13.907839,402.204407,404.619873,-2.415466,2.448798,2.452029,1.090145,0.596616,0.18745,-0.008268,0.161628,0.219917,134.25351,0.000636,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809134651_a94,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,E,14,1,14:01:49,8/9/24,Manual gsw+F,LI-COR Default,,001,,-0.068828166,2.05769808,-0.07121008,-3.181143278,1.359554,1.511921,5.561378611,4.201824611,15.50295,13.940608,57.02808256,0.4417875,7.5,PSF-00232_20240809140149_9b6,0,0,0,237.396591,570.352844,0.583772,0.5,0.8,2.5685968,1,24.19,26.9,34.91,34.72,34.72,97.52,88.7,-10.5,111.9,11,3.75,14:01:04,8/9/24,0.37,1,0,-0.001,0.002,1.518,3.103,9.361,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,557.190674,25,-17.256021,537.191406,545.626526,-8.43512,2.4468,2.450381,1.119332,0.583498,0.184512,-0.00294,0.164059,0.116554,237.396591,0.000647,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809140149_9b6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,E,14,2,14:03:19,8/9/24,Manual gsw+F,LI-COR Default,,002,,-0.061763631,2.06455392,-0.063668347,-2.915464826,1.425183,1.564093,5.727040397,4.301857397,16.039059,14.614601,58.72682933,0.4417875,7.5,PSF-00232_20240809140319_8e9,0,0,0,130.56636,270.600525,0.517494,0.5,0.8,4.5539472,1,25.16,27.61,35.05,35.25,35.25,97.52,89.1,-8.5,109.6,22,3.747,14:01:04,8/9/24,0.37,1,0,0,0.002,0.35,0.346,0.648,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,235.530502,25,-27.162727,218.877197,231.678818,-12.80162,2.447872,2.45189,1.122158,0.586941,0.183521,0.002011,0.173955,0.125364,130.56636,0.00064,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809140319_8e9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,E,14,3,14:04:00,8/9/24,Manual gsw+F,LI-COR Default,,003,,-0.061233404,2.06968152,-0.063100283,-2.724498259,1.406779,1.536191,5.469466767,4.062687767,15.751604,14.424661,56.07983971,0.4417875,7.5,PSF-00232_20240809140400_a65,0,0,0,140.534515,341.155823,0.588064,0.5,0.8,8.232896,1,24.75,27.03,35.11,34.42,34.42,97.53,89.4,-10,111.1,35,3.747,14:01:04,8/9/24,0.37,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,313.384308,25,-21.318823,301.065094,310.60788,-9.542786,2.446975,2.451245,1.123799,0.584487,0.183097,-0.009345,0.177796,0.136012,140.534515,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809140400_a65,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,E,14,4,14:04:16,8/9/24,Manual gsw+F,LI-COR Default,,004,,-0.061587762,2.05941408,-0.063486352,-2.818896574,1.391555,1.526381,5.56755352,4.17599852,15.650455,14.26804,57.08554825,0.4417875,7.5,PSF-00232_20240809140416_ca4,0,0,0,164.786697,386.271576,0.573392,0.5,0.8,7.7981312,1,24.47,26.84,35.12,34.74,34.74,97.53,88.8,-6.6,107.4,34,3.745,14:01:04,8/9/24,0.37,1,0.003,0.003,-0.003,-0.008,0.186,0.859,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,353.514069,25,-25.474125,338.33313,349.76947,-11.43634,2.446679,2.450794,1.120091,0.590328,0.183002,-0.005393,0.179218,0.13542,164.786697,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809140416_ca4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,1,14:33:20,8/9/24,Manual gsw+F,LI-COR Default,,001,,-0.066745212,1.92330272,-0.069144773,-3.253191259,1.305153,1.477099,5.765138541,4.459985541,15.021661,13.273026,58.63051501,0.4417875,7.5,PSF-00232_20240809143320_5b8,0,0,0,86.555244,149.500107,0.421036,0.5,0.8,15.6625392,1,22.32,25.26,35.63,35.37,35.37,98.33,81.1,-12.5,115.4,93,3.748,14:32:56,8/9/24,0.41,1,0,0.001,-0.001,-1.129,-2.5,-21.471,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,139.762039,25,-6.94213,137.383453,139.552673,-2.16922,2.444177,2.447267,1.067515,0.580182,0.179458,-0.003796,0.146359,0.184217,86.555244,0.00064,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143320_5b8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,2,14:33:38,8/9/24,Manual gsw+F,LI-COR Default,,002,,-0.07567875,1.91052912,-0.078800135,-3.494961047,1.27072,1.457103,5.481644859,4.210924859,14.819483,12.923867,55.75310068,0.4417875,7.5,PSF-00232_20240809143338_3dd,0,0,0,117.9589,445.780762,0.735388,0.5,0.8,35.8869344,1,21.74,24.93,35.62,34.46,34.46,98.32,80.4,-10.8,113.4,122,3.747,14:32:56,8/9/24,0.41,1,0,0,0,0.551,0.234,2.488,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,432.621368,25,-8.531882,431.469086,433.555359,-2.086273,2.443669,2.446344,1.062474,0.583072,0.179523,-0.015292,0.148408,0.208792,117.9589,0.000642,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143338_3dd,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,3,14:33:57,8/9/24,Manual gsw+F,LI-COR Default,,003,,-0.073930583,1.921482,-0.076888948,-3.357392505,1.270396,1.448133,5.417971903,4.147575903,14.72698,12.91946,55.09988715,0.4417875,7.5,PSF-00232_20240809143357_e89,0,0,0,102.583763,361.018646,0.715849,0.5,0.8,22.0481492,1,21.76,24.8,35.6,34.25,34.25,98.33,81,-9.4,111.6,77,3.744,14:32:56,8/9/24,0.41,1,0.001,0.001,0.001,0.398,1.06,2.265,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,340.927368,25,-13.340135,337.436188,341.903442,-4.467255,2.443473,2.446373,1.066362,0.585453,0.179651,-0.017716,0.150291,0.170918,102.583763,0.000652,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143357_e89,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,4,14:34:57,8/9/24,Manual gsw+F,LI-COR Default,,004,,-0.041354807,1.95404688,-0.04224895,-2.428619795,1.312329,1.438048,6.733415515,5.421086515,14.624457,13.345937,68.4777333,0.4417875,7.5,PSF-00232_20240809143457_261,0,0,0,75.317146,92.67437,0.187293,0.5,0.8,76.040958,1,22.42,24.57,35.64,38.21,38.21,98.33,82.8,0,100,1015,3.742,14:32:56,8/9/24,0.41,1,0,0,0.001,0.289,-0.845,-1.215,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,88.613747,25,-3.059797,87.402817,88.289963,-0.887146,2.44311,2.447433,1.078731,0.60173,0.179357,0.032848,0.156435,0.95326,75.317146,0.000608,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143457_261,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,5,14:35:27,8/9/24,Manual gsw+F,LI-COR Default,,005,,-0.049607574,1.93238592,-0.050914638,-2.293714454,1.36001,1.480441,5.632750755,4.272740755,15.054507,13.82985,57.27832779,0.4417875,7.5,PSF-00232_20240809143527_8a0,0,0,0,119.643692,455.395905,0.737275,0.5,0.8,52.78889,1,23.23,25.29,35.65,34.95,34.95,98.34,81.6,-6.3,107.7,179,3.74,14:32:56,8/9/24,0.41,1,0.001,0.001,0.001,-5.553,2.084,4.212,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,429.285034,25,-17.382984,425.951599,430.487671,-4.536072,2.444215,2.448711,1.070903,0.59073,0.179306,-0.009517,0.159309,0.256712,119.643692,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143527_8a0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,6,14:36:03,8/9/24,Manual gsw+F,LI-COR Default,,006,,-0.03751955,1.95224928,-0.038254754,-2.033071569,1.360363,1.465691,6.380984687,5.020621687,14.904246,13.833193,64.88697058,0.4417875,7.5,PSF-00232_20240809143603_897,0,0,0,59.448837,73.584465,0.192101,0.5,0.8,134.1633384,1,23.2,24.99,35.68,37.22,37.22,98.34,82.7,-11.4,113.7,1746,3.738,14:32:56,8/9/24,0.41,1,0,0,0.002,0.175,-1.233,-8.116,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,71.865677,25,-1.236978,71.516632,71.811989,-0.295357,2.443759,2.448659,1.07833,0.582098,0.179105,0.019367,0.162767,1.562419,59.448837,0.000629,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143603_897,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,7,14:36:53,8/9/24,Manual gsw+F,LI-COR Default,,007,,-0.033956828,1.96837872,-0.034552906,-1.878567218,1.374394,1.470664,6.507242356,5.132848356,14.953634,13.974771,66.16413174,0.4417875,7.5,PSF-00232_20240809143653_c77,0,0,0,177.797195,195.753693,0.09173,0.5,0.8,72.4667,1,23.36,24.99,35.74,37.58,37.58,98.35,83.6,-11.7,114,1975,3.712,14:32:56,8/9/24,0.41,1,-0.001,-0.001,0.003,-0.767,-1.665,-4.601,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,195.753693,25,2.111206,199.263092,198.778854,0.484238,2.443752,2.448905,1.084427,0.581444,0.178681,0.023392,0.167517,1.753164,177.797195,0.00062,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143653_c77,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,8,14:37:22,8/9/24,Manual gsw+F,LI-COR Default,,008,,-0.054082453,1.94684832,-0.055627764,-2.47514,1.284246,1.41306,5.509131792,4.224885792,14.367299,13.057581,56.0155749,0.4417875,7.5,PSF-00232_20240809143722_9d9,0,0,0,134.552124,407.304504,0.669652,0.5,0.8,16.071648,1,21.81,23.99,35.76,34.55,34.55,98.35,82.4,-12.3,114.9,60,3.736,14:32:56,8/9/24,0.41,1,0,0,0,0.271,-0.054,0.827,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,384.441742,25,-15.220994,380.817535,385.494202,-4.676666,2.442196,2.446433,1.075943,0.580555,0.178569,-0.015874,0.170196,0.157261,134.552124,0.000644,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143722_9d9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,9,14:37:48,8/9/24,Manual gsw+F,LI-COR Default,,009,,-0.059103459,1.98971328,-0.060912845,-2.620745184,1.262292,1.394857,5.351957595,4.089665595,14.181858,12.834036,54.41193162,0.4417875,7.5,PSF-00232_20240809143748_d58,0,0,0,116.18364,318.828125,0.635592,0.5,0.8,10.9321824,1,21.44,23.69,35.75,34.03,34.03,98.36,84.8,-9.8,111.5,43,3.735,14:32:56,8/9/24,0.41,1,0,0,0.001,-6.363,-0.201,-1.829,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,257.299652,25,-48.621208,227.326157,249.158356,-21.832199,2.441724,2.445844,1.092113,0.584813,0.178603,-0.02242,0.172426,0.142552,111.358521,0.00064,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809143748_d58,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,H,15,1,14:57:36,8/9/24,Manual gsw+F,LI-COR Default,,001,,-0.054607387,2.09513592,-0.056068757,-2.693563351,1.179811,1.306963,5.736544362,4.556733362,13.294509,12.001108,58.35158542,0.4417875,7.5,PSF-00232_20240809145736_829,0,0,0,210.603836,574.202942,0.633224,0.5,0.8,37.7401504,1,19.9,22.04,35.88,35.28,35.28,98.31,90.9,-1.1,101.2,149,3.735,14:56:13,8/9/24,0.52,1,0,0,0.001,0.138,0.984,2.296,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,549.337891,25,-23.912487,528.924438,539.938538,-11.014099,2.439114,2.443155,1.134207,0.599817,0.177716,-0.008215,0.156978,0.231308,210.603836,0.000638,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240809145736_829,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
