,,,,SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
L,Garcia,E,14,1,13:40:03,9/27/24,Manual gsw+F,LI-COR Default,,001,,,-0.06802,0.713344,-0.075189,-2.283888,1.370744,1.743739,4.242373,2.871628,17.912983,14.0813,43.580791,0.441786,7.5,PSF-00232_20240927134003_722,0,0,0,150.962952,564.937805,0.73278,0.5,0.8,10.25953,1,33.2,42.24,29.45,29.93,29.93,97.35,26,-1.2,104.5,35,3.898,13:39:37,9/27/24,0.37,1,0.001,0.001,0,0.3,0.02,0.038,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,557.981384,25,-5.633509,555.230469,556.865479,-1.63501,2.470544,2.465144,0.733384,0.59965,0.22854,0.005389,0.155949,0.136251,150.120728,0.000654,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134003_722,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,2,13:40:25,9/27/24,Manual gsw+F,LI-COR Default,,002,,,-0.08738,0.722511,-0.099402,-3.114452,1.280784,1.783007,4.244279,2.963495,18.316132,13.156995,43.599819,0.441786,7.5,PSF-00232_20240927134025_6de,0,0,0,125.688675,502.146729,0.749697,0.5,0.8,9.082874,1,30.91,43.03,29.52,29.93,29.93,97.35,26.3,-11.2,142.6,30,3.893,13:39:37,9/27/24,0.37,1,-0.001,-0.002,-0.003,0.33,0.687,1.788,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,502.146729,25,0.293828,503.608704,502.567749,1.040955,2.471677,2.461645,0.735314,0.582341,0.227976,0.004723,0.158633,0.132322,125.688675,0.000652,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134025_6de,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,3,13:41:24,9/27/24,Manual gsw+F,LI-COR Default,,003,,,-0.091755,0.748773,-0.104569,-3.306391,1.306285,1.819346,4.295846,2.989561,18.688658,13.418406,44.127735,0.441786,7.5,PSF-00232_20240927134124_dd0,0,0,0,108.393433,352.694885,0.692671,0.5,0.8,133.67807,1,31.15,43.38,29.73,30.14,30.14,97.35,27.3,-11.8,143.2,482,3.892,13:39:37,9/27/24,0.37,1,0.001,-0.001,0,-0.924,-1.946,-3.215,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,339.583405,25,-8.725954,336.763855,340.191376,-3.427521,2.472127,2.461967,0.740878,0.581305,0.226082,0.004707,0.165216,0.509295,108.393433,0.00064,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134124_dd0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,4,13:42:01,9/27/24,Manual gsw+F,LI-COR Default,,004,,,-0.082062,0.767705,-0.091883,-3.328322,1.315343,1.818079,4.732031,3.416688,18.676413,13.512003,48.610306,0.441786,7.5,PSF-00232_20240927134201_2ee,0,0,0,54.110527,77.633209,0.302998,0.5,0.8,123.112267,1,31,42.85,29.93,31.84,31.84,97.35,28.1,-11.6,141.3,1016,3.89,13:39:37,9/27/24,0.37,1,-0.001,0.001,0,0.544,0.623,1.033,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,70.867538,25,-5.298872,68.052292,70.040405,-1.988113,2.471327,2.461715,0.744923,0.581695,0.224306,0.023117,0.169139,0.953901,54.110527,0.000628,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134201_2ee,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,5,13:42:24,9/27/24,Manual gsw+F,LI-COR Default,,005,,,-0.077893,0.796783,-0.086332,-3.508036,1.30761,1.81677,5.132509,3.8249,18.662149,13.431975,52.721958,0.441786,7.5,PSF-00232_20240927134224_eb9,0,0,0,74.52285,106.375633,0.299437,0.5,0.8,216.588943,1,30.52,42.41,30.1,33.28,33.28,97.35,29.2,-10.3,135.3,1808,3.889,13:39:37,9/27/24,0.37,1,-0.001,-0.002,-0.003,-0.81,0.451,0.512,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,103.251457,25,-2.100323,102.908493,103.366058,-0.457565,2.470648,2.460951,0.751191,0.583879,0.222815,0.039086,0.171523,1.614599,74.265358,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134224_eb9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,6,13:42:48,9/27/24,Manual gsw+F,LI-COR Default,,006,,,-0.060701,0.812387,-0.065602,-2.563798,1.493133,1.856762,5.166789,3.673655,19.076731,15.340739,53.084579,0.441786,7.5,PSF-00232_20240927134248_eab,0,0,0,88.806152,156.861969,0.433858,0.5,0.8,22.9902,1,34.47,42.86,30.29,33.4,33.4,97.33,29.9,-11.5,138.7,132,3.889,13:39:37,9/27/24,0.37,1,-0.001,0,-0.001,-6.078,-4.06,-2.978,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,142.814041,25,-10.209601,138.311142,142.232544,-3.921402,2.471257,2.466896,0.754583,0.581767,0.221114,0.038189,0.174081,0.217512,88.806152,0.000614,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134248_eab,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,7,13:43:06,9/27/24,Manual gsw+F,LI-COR Default,,007,,,-0.058797,0.827659,-0.063294,-3.35922,1.371722,1.839298,6.333366,4.961645,18.895891,14.092282,65.065376,0.441786,7.5,PSF-00232_20240927134306_e77,0,0,0,63.788651,66.046356,0.034184,0.5,0.8,26.852234,1,31.39,42.09,30.44,37.08,37.08,97.34,30.5,-11.2,136.7,1964,3.888,13:39:37,9/27/24,0.37,1,-0.001,0,0,0.142,0.034,-0.342,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,66.046356,25,0.505583,66.482666,66.770813,-0.288147,2.470113,2.462217,0.757921,0.582414,0.219794,0.083945,0.17594,1.744251,63.788651,0.000623,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134306_e77,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,8,13:43:21,9/27/24,Manual gsw+F,LI-COR Default,,008,,,-0.077272,0.828928,-0.085215,-3.53734,1.340058,1.831832,5.244446,3.904388,18.817015,13.7654,53.872211,0.441786,7.5,PSF-00232_20240927134321_14e,0,0,0,65.441963,79.65947,0.178479,0.5,0.8,97.688942,1,30.43,41.6,30.58,33.67,33.67,97.35,30.5,-11,136,1368,3.888,13:39:37,9/27/24,0.37,1,0,-0.001,-0.001,-0.501,-0.18,-0.093,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,77.09491,25,-2.065408,75.922966,76.699928,-0.776962,2.469379,2.460733,0.7582,0.582727,0.218645,0.038042,0.177612,1.247829,65.441963,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134321_14e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,E,14,9,13:43:48,9/27/24,Manual gsw+F,LI-COR Default,,009,,,-0.065929,0.837583,-0.071562,-3.77112,1.300531,1.819204,6.232552,4.932021,18.685574,13.35813,64.01635,0.441786,7.5,PSF-00232_20240927134348_e38,0,0,0,74.512123,79.480652,0.062512,0.5,0.8,51.51992,1,29.15,40.77,30.81,36.79,36.79,97.36,30.9,-10.3,133.4,2060,3.887,13:39:37,9/27/24,0.37,1,0,0.001,-0.001,0.143,0.112,0.039,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,79.480652,25,0.697387,80.408691,80.479942,-0.071251,2.468131,2.458719,0.760102,0.583867,0.216661,0.075491,0.180472,1.824755,74.498894,0.000613,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927134348_e38,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,1,14:28:52,9/27/24,Manual gsw+F,LI-COR Default,,001,,,-0.099075,0.873403,-0.111751,-4.233691,1.33214,1.892778,4.930717,3.598577,19.290735,13.576848,50.25267,0.441786,7.5,PSF-00232_20240927142852_4ec,0,0,0,90.497375,164.351868,0.449368,0.5,0.8,25.222082,1,26.99,38.35,32.59,32.57,32.57,98.12,32.3,-9.1,128.3,140,3.892,14:28:28,9/27/24,0.27,1,-0.001,0.001,0,0.071,0.232,0.124,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,137.678864,25,-21.568214,123.59977,133.446579,-9.846809,2.464249,2.455253,0.768039,0.585913,0.20205,-0.000709,0.082554,0.224051,90.589645,0.000649,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927142852_4ec,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,2,14:29:12,9/27/24,Manual gsw+F,LI-COR Default,,002,,,-0.097424,0.871876,-0.10968,-4.1166,1.39035,1.936184,4.953904,3.563554,19.733416,14.170327,50.489761,0.441786,7.5,PSF-00232_20240927142912_5a0,0,0,0,82.787994,150.270248,0.449073,0.5,0.8,46.474609,1,28.11,39.14,32.62,32.65,32.65,98.12,32.2,-10.2,131.7,259,3.89,14:28:28,9/27/24,0.27,1,-0.001,0.001,0,-1.009,-2.442,-4.921,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,121.857765,25,-22.54129,107.892754,117.970634,-10.077881,2.46539,2.456976,0.767698,0.584062,0.201738,-0.000164,0.084879,0.322763,82.787994,0.000642,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927142912_5a0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,3,14:29:28,9/27/24,Manual gsw+F,LI-COR Default,,003,,,-0.096025,0.881127,-0.10777,-3.952029,1.452857,1.970562,4.933877,3.48102,20.083389,14.807092,50.284622,0.441786,7.5,PSF-00232_20240927142928_7ae,0,0,0,79.959511,176.816971,0.547784,0.5,0.8,34.302719,1,29.31,39.76,32.66,32.58,32.58,98.12,32.6,-11.2,134.3,157,3.887,14:28:28,9/27/24,0.27,1,0.001,-0.001,0.001,0.308,0.562,1.476,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,149.735931,25,-20.908009,138.253204,146.857697,-8.604492,2.466275,2.458825,0.769765,0.58238,0.201465,-0.001491,0.086666,0.237584,79.959511,0.000647,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927142928_7ae,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,4,14:30:00,9/27/24,Manual gsw+F,LI-COR Default,,004,,,-0.098302,0.877802,-0.110699,-4.398577,1.389463,1.968398,5.157949,3.768486,20.062096,14.161539,52.570312,0.441786,7.5,PSF-00232_20240927143000_898,0,0,0,64.192055,101.074165,0.364901,0.5,0.8,138.552826,1,27.91,39.54,32.74,33.37,33.37,98.12,32.5,-11.4,135.1,949,3.886,14:28:28,9/27/24,0.27,1,-0.001,0,0.001,-0.229,-0.324,-1.117,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,93.678474,25,-5.509267,91.762306,93.179886,-1.41758,2.465941,2.456655,0.769021,0.582047,0.200845,0.007404,0.090139,0.898431,64.192055,0.000626,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927143000_898,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,5,14:30:24,9/27/24,Manual gsw+F,LI-COR Default,,005,,,-0.115714,0.89661,-0.13286,-5.023098,1.287409,1.934086,4.880057,3.592648,19.71369,13.122267,49.741306,0.441786,7.5,PSF-00232_20240927143024_df4,0,0,0,131.018402,233.245361,0.438281,0.5,0.8,109.704849,1,25.77,38.72,32.8,32.38,32.38,98.11,33.2,-11,133.1,626,3.885,14:28:28,9/27/24,0.27,1,0.002,0,0,-1.687,-3.122,-42.153,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,225.203995,25,-5.433997,224.184753,225.458939,-1.274185,2.464738,2.45332,0.77324,0.58269,0.200363,-0.005659,0.092726,0.628755,131.018402,0.00063,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927143024_df4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,6,14:30:52,9/27/24,Manual gsw+F,LI-COR Default,,006,,,-0.079451,0.914691,-0.087009,-4.285028,1.402662,1.941765,6.050657,4.647995,19.792522,14.297415,61.674686,0.441786,7.5,PSF-00232_20240927143052_63f,0,0,0,94.827179,110.16172,0.1392,0.5,0.8,106.031418,1,27.93,38.67,32.89,36.25,36.25,98.11,34,-10.8,131.9,1904,3.884,14:28:28,9/27/24,0.27,1,0.001,0.001,0.005,0.12,-0.858,-0.958,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,109.37011,25,-0.52236,110.238434,109.413223,0.825211,2.464653,2.456669,0.777324,0.583007,0.199649,0.042235,0.095756,1.694626,94.827179,0.000608,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927143052_63f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,7,14:31:25,9/27/24,Manual gsw+F,LI-COR Default,,007,,,-0.11214,0.918342,-0.127738,-4.700015,1.328824,1.918035,4.82545,3.496626,19.550041,13.544363,49.184578,0.441786,7.5,PSF-00232_20240927143125_cd9,0,0,0,114.066483,384.38092,0.703246,0.5,0.8,39.938721,1,26.36,38.04,32.96,32.19,32.19,98.11,34.1,-10.8,131.7,142,3.883,14:28:28,9/27/24,0.27,1,0.001,0,-0.001,-0.429,-0.386,-0.615,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,372.182617,25,-12.242816,363.904236,366.838074,-2.933838,2.463727,2.45421,0.778152,0.583034,0.199082,-0.01018,0.099093,0.225435,114.066483,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927143125_cd9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,8,14:31:47,9/27/24,Manual gsw+F,LI-COR Default,,008,,,-0.114296,0.951294,-0.129903,-4.741745,1.330936,1.902853,4.800296,3.469361,19.394896,13.56561,48.9272,0.441786,7.5,PSF-00232_20240927143147_16a,0,0,0,102.787613,266.52829,0.614346,0.5,0.8,48.956539,1,26.35,37.68,32.99,32.09,32.09,98.11,35.4,-10.4,129.2,199,3.882,14:28:28,9/27/24,0.27,1,0,0,0.002,-0.009,-0.295,0.659,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,238.832825,25,-21.683388,225.534088,235.457977,-9.923889,2.463191,2.454202,0.785682,0.583801,0.198849,-0.011699,0.101286,0.273157,101.263763,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927143147_16a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,15,9,14:32:16,9/27/24,Manual gsw+F,LI-COR Default,,009,,,-0.114165,0.955511,-0.129656,-4.78666,1.301736,1.876459,4.811058,3.509322,19.125441,13.267688,49.035763,0.441786,7.5,PSF-00232_20240927143216_a96,0,0,0,97.530838,350.088806,0.721411,0.5,0.8,12.090757,1,25.73,37.09,33.02,32.13,32.13,98.11,35.6,-11.8,133.1,42,3.882,14:28:28,9/27/24,0.27,1,0.001,0.003,0.002,-0.084,-0.073,-0.085,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,344.55014,25,-7.285836,337.368256,339.648865,-2.280609,2.46233,2.453224,0.786652,0.581377,0.198608,-0.011596,0.104023,0.142002,97.530838,0.000654,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927143216_a96,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,H,15,1,14:49:45,9/27/24,Manual gsw+F,LI-COR Default,,001,,,-0.090741,1.01372,-0.099662,-3.613593,1.351135,1.757296,4.796067,3.444932,17.916235,13.77529,48.897549,0.441786,7.5,PSF-00232_20240927144945_013,0,0,0,131.683228,279.610229,0.529047,0.5,0.8,1.680051,1,28.01,36.43,32.18,32.08,32.08,98.08,38,-11,129,8,3.883,14:49:11,9/27/24,0.49,1,0,0.001,0.004,-0.243,-0.325,-2.215,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,256.644501,25,-21.458483,239.747284,248.862183,-9.114899,2.461533,2.456557,0.800217,0.582649,0.205299,-0.001724,0.148181,0.11369,131.683228,0.000656,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927144945_013,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,H,15,2,14:50:32,9/27/24,Manual gsw+F,LI-COR Default,,002,,,-0.085927,1.027987,-0.093765,-3.813087,1.360525,1.782477,5.215487,3.854962,18.173285,13.871268,53.174625,0.441786,7.5,PSF-00232_20240927145032_e53,0,0,0,164.93869,340.457489,0.515538,0.5,0.8,1.032778,1,28.16,36.89,32.21,33.57,33.57,98.08,38.6,-11.2,128.9,5,3.88,14:49:11,9/27/24,0.49,1,-0.001,-0.003,-0.004,-0.204,-0.517,-1.297,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,320.099121,25,-17.170776,307.885406,315.853333,-7.967926,2.462193,2.456774,0.80359,0.582412,0.20504,0.016488,0.153523,0.111246,164.93869,0.00065,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927145032_e53,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,H,15,3,14:51:16,9/27/24,Manual gsw+F,LI-COR Default,,003,,,-0.101295,1.051931,-0.112088,-4.122269,1.302977,1.747858,4.7977,3.494724,17.821686,13.285545,48.918812,0.441786,7.5,PSF-00232_20240927145116_43c,0,0,0,129.679443,213.113831,0.391502,0.5,0.8,0.894334,1,26.89,36.07,32.26,32.08,32.08,98.07,39.6,-10.3,126,6,3.879,14:49:11,9/27/24,0.49,1,-0.001,0,0,-0.713,-1.596,-3.557,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,198.262451,25,-12.453211,189.293503,195.269516,-5.976013,2.460983,2.454798,0.809295,0.583883,0.204636,-0.002677,0.157902,0.111832,129.679443,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927145116_43c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
